"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"543","Identify high level  business policies for data governance","","1.2.1.7.1",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"6","2024-06-26 11:50:59.810816","2024-06-26 11:50:59.810816",NULL
"544","Define scope, organization..","Moved this to Concept Commit","1.2.1.7.1.1",1,"","2009-05-13 08:00:00","2009-05-13 17:00:00","2009-05-13 08:00:00","2009-05-13 17:00:00","","",0,NULL,"6","2024-06-26 11:50:59.890644","2024-06-26 11:50:59.890644",NULL
"545","Define Controls","Moved to Concept Commit","1.2.1.7.1.2",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"6","2024-06-26 11:50:59.970675","2024-06-26 11:50:59.970675",NULL
"546","Define issue resolution cycle and corresponding roles","Moved to CC","1.2.1.7.1.3",1,"","2009-05-14 08:00:00","2009-05-20 17:00:00","2009-05-14 08:00:00","2009-05-20 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.055962","2024-06-26 11:51:00.055962",NULL
"547","Define change management process as part of data governance","Moved to CC","1.2.1.7.1.4",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.139821","2024-06-26 11:51:00.139821",NULL
"548","benchmark with leading practices","Moved to CC","1.2.1.7.1.5",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.224317","2024-06-26 11:51:00.224317",NULL
"549","Communication to stakeholders","","1.2.1.8",1,"","2009-05-18 08:00:00","2009-05-26 17:00:00","2009-05-18 08:00:00","2009-05-26 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.307995","2024-06-26 11:51:00.307995",NULL
"550","Communicate BC deliverables to stakeholders","","1.2.1.8.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.40019","2024-06-26 11:51:00.40019",NULL
"551","Resolve any stakeholder issues","","1.2.1.8.2",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.484271","2024-06-26 11:51:00.484271",NULL
"552","Business Commit gate - Sign off ","","1.2.1.9",1,"","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","","",0,NULL,"6","2024-06-26 11:51:00.56837","2024-06-26 11:51:00.56837",NULL
"553","CONCEPT COMMIT PHASE","","1.3",1,"","2009-06-08 08:00:00","2009-10-23 17:00:00","2009-06-08 08:00:00","2009-10-23 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.656637","2024-06-26 11:51:00.656637",NULL
"554","Data Governance Program POC ","","1.3.1",1,"","2009-06-08 08:00:00","2009-08-13 12:00:00","2009-06-08 08:00:00","2009-08-13 12:00:00","","",0,NULL,"6","2024-06-26 11:51:00.744471","2024-06-26 11:51:00.744471",NULL
"555","POC requirements","","1.3.1.1",1,"","2009-06-08 08:00:00","2009-08-10 12:00:00","2009-06-08 08:00:00","2009-08-10 12:00:00","","",0,NULL,"6","2024-06-26 11:51:00.82799","2024-06-26 11:51:00.82799",NULL
"556","Scope and BRD","","1.3.1.1.1",1,"","2009-06-08 08:00:00","2009-07-10 17:00:00","2009-06-08 08:00:00","2009-07-10 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.91606","2024-06-26 11:51:00.91606",NULL
"557","Define and document scope of POC","","1.3.1.1.1.1",1,"","2009-06-08 08:00:00","2009-06-26 17:00:00","2009-06-08 08:00:00","2009-06-26 17:00:00","","",0,NULL,"6","2024-06-26 11:51:00.999736","2024-06-26 11:51:00.999736",NULL
"558","Idenify all stakeholders for POC","Working on stakeholders for Item Hub","1.3.1.1.1.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.08323","2024-06-26 11:51:01.08323",NULL
"559","Item Setup POC","RISK given the delays since 6/17/09 for alignment with BIDS","1.3.1.1.1.2.1",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.167175","2024-06-26 11:51:01.167175",NULL
"560","Perfect Order OTS metric","","1.3.1.1.1.2.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.250748","2024-06-26 11:51:01.250748",NULL
"561","Communicate POC OTS scope, resource and support requirements to stakeholders","","1.3.1.1.1.3",1,"","2009-06-30 08:00:00","2009-07-01 17:00:00","2009-06-30 08:00:00","2009-07-01 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.334627","2024-06-26 11:51:01.334627",NULL
"562","Document data quality and governance requrements for POC - BRD (OTS and Item)","","1.3.1.1.1.4",1,"","2009-06-29 08:00:00","2009-07-08 17:00:00","2009-06-29 08:00:00","2009-07-08 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.427551","2024-06-26 11:51:01.427551",NULL
"563","Validate requirements with Biz and IT SMEs (OTS and Item)","","1.3.1.1.1.5",1,"","2009-07-09 08:00:00","2009-07-10 17:00:00","2009-07-09 08:00:00","2009-07-10 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.510995","2024-06-26 11:51:01.510995",NULL
"564","Identify resources, dependencies and mitigation plan","","1.3.1.1.1.6",1,"","2009-07-02 08:00:00","2009-07-07 17:00:00","2009-07-02 08:00:00","2009-07-07 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.594951","2024-06-26 11:51:01.594951",NULL
"565","Data collection plan","","1.3.1.1.2",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.686792","2024-06-26 11:51:01.686792",NULL
"566","Define data collection plan (append BRD)","","1.3.1.1.2.1",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.778974","2024-06-26 11:51:01.778974",NULL
"567","Test Plan","","1.3.1.1.3",1,"","2009-07-10 08:00:00","2009-07-17 17:00:00","2009-07-10 08:00:00","2009-07-17 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.867308","2024-06-26 11:51:01.867308",NULL
"568","Define test plan","","1.3.1.1.3.1",1,"","2009-07-16 08:00:00","2009-07-17 17:00:00","2009-07-16 08:00:00","2009-07-17 17:00:00","","",0,NULL,"6","2024-06-26 11:51:01.951903","2024-06-26 11:51:01.951903",NULL
"569","Allocate resources and obtain commitment from Managers","","1.3.1.1.3.2",1,"","2009-07-10 08:00:00","2009-07-13 12:00:00","2009-07-10 08:00:00","2009-07-13 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.034614","2024-06-26 11:51:02.034614",NULL
"570","BRD sign off","","1.3.1.1.3.3",1,"","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","","",0,NULL,"6","2024-06-26 11:51:02.118121","2024-06-26 11:51:02.118121",NULL
"571","Execute Data quality and data governance for defined scope","","1.3.1.1.4",1,"","2009-06-29 08:00:00","2009-08-10 12:00:00","2009-06-29 08:00:00","2009-08-10 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.202033","2024-06-26 11:51:02.202033",NULL
"572","Collect actual data per data collection plan","","1.3.1.1.4.1",1,"","2009-07-20 08:00:00","2009-07-24 17:00:00","2009-07-20 08:00:00","2009-07-24 17:00:00","","",0,NULL,"6","2024-06-26 11:51:02.285474","2024-06-26 11:51:02.285474",NULL
"573","POC: Using DataFlux execute data quality & governance requirements ","","1.3.1.1.4.2",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.369848","2024-06-26 11:51:02.369848",NULL
"574","Perfect Order POC","","1.3.1.1.4.2.1",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.45347","2024-06-26 11:51:02.45347",NULL
"575","Establish data quality scorecard","","1.3.1.1.4.3",1,"","2009-07-20 08:00:00","2009-07-31 12:00:00","2009-07-20 08:00:00","2009-07-31 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.533331","2024-06-26 11:51:02.533331",NULL
"576","Perfect Order POC","","1.3.1.1.4.3.1",1,"","2009-07-20 08:00:00","2009-07-21 17:00:00","2009-07-20 08:00:00","2009-07-21 17:00:00","","",0,NULL,"6","2024-06-26 11:51:02.613517","2024-06-26 11:51:02.613517",NULL
"577","Validate results with SMEs","","1.3.1.1.4.3.2",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.697477","2024-06-26 11:51:02.697477",NULL
"578","Perfect Order POC","","1.3.1.1.4.3.2.1",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.777336","2024-06-26 11:51:02.777336",NULL
"579","Validate proposed governance structure and RACI with results and actions","","1.3.1.1.4.4",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.858381","2024-06-26 11:51:02.858381",NULL
"580","Document results for Concept Commit","","1.3.1.1.4.5",1,"","2009-07-31 13:00:00","2009-08-03 12:00:00","2009-07-31 13:00:00","2009-08-03 12:00:00","","",0,NULL,"6","2024-06-26 11:51:02.946016","2024-06-26 11:51:02.946016",NULL
"581"," POC success measures","","1.3.1.1.4.6",1,"","2009-07-06 08:00:00","2009-07-21 17:00:00","2009-07-06 08:00:00","2009-07-21 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.029513","2024-06-26 11:51:03.029513",NULL
"582","Define POC success measures for PO and Item","","1.3.1.1.4.6.1",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.114698","2024-06-26 11:51:03.114698",NULL
"583","Validate POC success measures with sponsors","","1.3.1.1.4.6.2",1,"","2009-07-16 08:00:00","2009-07-21 17:00:00","2009-07-16 08:00:00","2009-07-21 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.199268","2024-06-26 11:51:03.199268",NULL
"584","Define Broader Launch Plan ","","1.3.1.1.4.7",1,"","2009-06-29 08:00:00","2009-07-17 17:00:00","2009-06-29 08:00:00","2009-07-17 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.282634","2024-06-26 11:51:03.282634",NULL
"585","Identify and analyze stakeholders for Program launch - Go Live","","1.3.1.1.4.7.1",1,"","2009-06-29 08:00:00","2009-07-01 17:00:00","2009-06-29 08:00:00","2009-07-01 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.36371","2024-06-26 11:51:03.36371",NULL
"586","Identify all resources required for Go-Live","","1.3.1.1.4.7.2",1,"","2009-07-13 08:00:00","2009-07-14 17:00:00","2009-07-13 08:00:00","2009-07-14 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.447806","2024-06-26 11:51:03.447806",NULL
"587","Create plan for certifiying 1 cross-functional BDO owned by CVCM - Target completion Q1FY10 (pending input)","","1.3.1.1.4.7.3",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.530319","2024-06-26 11:51:03.530319",NULL
"588","Identify resources required for certifications","","1.3.1.1.4.7.4",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.614661","2024-06-26 11:51:03.614661",NULL
"589","Validate DQIm and certification plan with BIDS and obtain sign off from BIDS and impacted stakeholders","","1.3.1.1.4.7.5",1,"","2009-07-13 08:00:00","2009-07-15 17:00:00","2009-07-13 08:00:00","2009-07-15 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.699742","2024-06-26 11:51:03.699742",NULL
"590","Define Go-Live roadmap (FY10)","","1.3.1.1.4.7.6",1,"","2009-07-13 08:00:00","2009-07-17 17:00:00","2009-07-13 08:00:00","2009-07-17 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.782378","2024-06-26 11:51:03.782378",NULL
"591","Collaborate with ODLE and define org adoption strategy","","1.3.1.1.4.7.7",1,"","2009-07-13 08:00:00","2009-07-16 17:00:00","2009-07-13 08:00:00","2009-07-16 17:00:00","","",0,NULL,"6","2024-06-26 11:51:03.870342","2024-06-26 11:51:03.870342",NULL
"592","Communication to stakeholders","","1.3.1.1.4.8",1,"","2009-08-03 13:00:00","2009-08-10 12:00:00","2009-08-03 13:00:00","2009-08-10 12:00:00","","",0,NULL,"6","2024-06-26 11:51:03.955443","2024-06-26 11:51:03.955443",NULL
"593","Communicate CC deliverables to stakeholders","","1.3.1.1.4.8.1",1,"","2009-08-03 13:00:00","2009-08-04 12:00:00","2009-08-03 13:00:00","2009-08-04 12:00:00","","",0,NULL,"6","2024-06-26 11:51:04.034396","2024-06-26 11:51:04.034396",NULL
"594","Resolve any stakeholder issues","","1.3.1.1.4.8.2",1,"","2009-08-04 13:00:00","2009-08-06 12:00:00","2009-08-04 13:00:00","2009-08-06 12:00:00","","",0,NULL,"6","2024-06-26 11:51:04.120218","2024-06-26 11:51:04.120218",NULL
"595","Complete Concept Commit slide deck","","1.3.1.1.4.8.3",1,"","2009-08-06 13:00:00","2009-08-10 12:00:00","2009-08-06 13:00:00","2009-08-10 12:00:00","","",0,NULL,"6","2024-06-26 11:51:04.208828","2024-06-26 11:51:04.208828",NULL
"596","CONCEPT COMMIT gate - Sign Off","","1.3.1.2",1,"","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","","",0,NULL,"6","2024-06-26 11:51:04.304213","2024-06-26 11:51:04.304213",NULL
"597","Communicate POC results and next steps (Launch Plan) to all stakeholders and CVCM functions","","1.3.1.3",1,"","2009-08-10 13:00:00","2009-08-13 12:00:00","2009-08-10 13:00:00","2009-08-13 12:00:00","","",0,NULL,"6","2024-06-26 11:51:04.388966","2024-06-26 11:51:04.388966",NULL
"598","EXECUTE COMMIT PHASE","","1.3.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"6","2024-06-26 11:51:04.485489","2024-06-26 11:51:04.485489",NULL
"599","Using DQIm certify Org BDO","","1.3.2.1",1,"","2009-08-05 08:00:00","2009-09-15 17:00:00","2009-08-05 08:00:00","2009-09-15 17:00:00","","",0,NULL,"6","2024-06-26 11:51:04.56752","2024-06-26 11:51:04.56752",NULL
"600","Launch Data Governance Program as per roadmap","","1.3.2.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"6","2024-06-26 11:51:04.655635","2024-06-26 11:51:04.655635",NULL
"601","Create project charter","","1.1",1,"","2009-04-01 08:00:00","2009-05-19 17:00:00","2009-04-01 08:00:00","2009-05-19 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.364554","2024-06-26 11:51:47.364554",NULL
"602","Define VSE","","1.1.1",1,"","2009-04-01 08:00:00","2009-04-07 17:00:00","2009-04-01 08:00:00","2009-04-07 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.451252","2024-06-26 11:51:47.451252",NULL
"603","Define scope of CVCM data governance program (in scope, out of scope)","","1.1.2",1,"","2009-04-28 08:00:00","2009-04-28 17:00:00","2009-04-28 08:00:00","2009-04-28 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.539568","2024-06-26 11:51:47.539568",NULL
"604","Identify and document goals","","1.1.3",1,"","2009-04-22 08:00:00","2009-04-22 17:00:00","2009-04-22 08:00:00","2009-04-22 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.622782","2024-06-26 11:51:47.622782",NULL
"605","Define value proposition ","","1.1.4",1,"","2009-04-27 08:00:00","2009-04-30 17:00:00","2009-04-27 08:00:00","2009-04-30 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.706324","2024-06-26 11:51:47.706324",NULL
"606","Build business case","How do we justify this program","1.1.5",1,"","2009-04-28 08:00:00","2009-05-04 17:00:00","2009-04-28 08:00:00","2009-05-04 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.79069","2024-06-26 11:51:47.79069",NULL
"607","Identify sponsors","","1.1.6",1,"","2009-04-21 08:00:00","2009-04-21 17:00:00","2009-04-21 08:00:00","2009-04-21 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.875281","2024-06-26 11:51:47.875281",NULL
"608","Select team","","1.1.7",1,"","2009-04-13 08:00:00","2009-04-15 17:00:00","2009-04-13 08:00:00","2009-04-15 17:00:00","","",0,NULL,"7","2024-06-26 11:51:47.95858","2024-06-26 11:51:47.95858",NULL
"609","Identify team members","","1.1.7.1",1,"","2009-04-13 08:00:00","2009-04-14 17:00:00","2009-04-13 08:00:00","2009-04-14 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.042441","2024-06-26 11:51:48.042441",NULL
"610","Determine roles & responsibilities for team","","1.1.7.2",1,"","2009-04-15 08:00:00","2009-04-15 17:00:00","2009-04-15 08:00:00","2009-04-15 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.126937","2024-06-26 11:51:48.126937",NULL
"611","Stakeholder analysis","","1.1.8",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.20599","2024-06-26 11:51:48.20599",NULL
"612","Identify stakeholders","","1.1.8.1",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.290878","2024-06-26 11:51:48.290878",NULL
"613","Analyze the influence and impact of the stakeholders to the program design and execution","","1.1.8.2",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.375419","2024-06-26 11:51:48.375419",NULL
"614","Overall program deliverables","","1.1.9",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.458017","2024-06-26 11:51:48.458017",NULL
"615","Define the different components of data governance framework","","1.1.9.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.538664","2024-06-26 11:51:48.538664",NULL
"616","Define high level implementation steps","","1.1.9.1.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.622916","2024-06-26 11:51:48.622916",NULL
"617","Identify use case and POC opportunities ","","1.1.9.1.2",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.706355","2024-06-26 11:51:48.706355",NULL
"618","Funding","","1.1.10",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.785633","2024-06-26 11:51:48.785633",NULL
"619","Funding - order of magnitude of project cost, per CC, EC and post EC","","1.1.10.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.869967","2024-06-26 11:51:48.869967",NULL
"620","Resource requirements","","1.1.11",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"7","2024-06-26 11:51:48.953671","2024-06-26 11:51:48.953671",NULL
"621","Identify resources required and roles for data governance program","","1.1.11.1",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"7","2024-06-26 11:51:49.033342","2024-06-26 11:51:49.033342",NULL
"622","Constrains, assumptions and risks","","1.1.12",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"7","2024-06-26 11:51:49.11346","2024-06-26 11:51:49.11346",NULL
"623","Identify project assumptions and risks","Risks and assumptions identified for BC","1.1.12.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"7","2024-06-26 11:51:49.194478","2024-06-26 11:51:49.194478",NULL
"624","Program success factors","","1.1.13",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"7","2024-06-26 11:51:49.279213","2024-06-26 11:51:49.279213",NULL
"625","Define program success factors ","Program Success factors need to be both short term and long term. Should include POC success factors in the CC phase","1.1.13.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"7","2024-06-26 11:51:49.358701","2024-06-26 11:51:49.358701",NULL
